,CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,ENTEROC_NMP_100mL,OD_PORC,OD_PORC_SUP,OD_PORC_MED,OD_PORC_FON,TOX_D_48_UT,TOX_V_15_UT,TOX_D_48_SUP_UT,TOX_D_48_FON_UT,TOX_FIS_SUP_15_UT,TOX_FIS_FON_15_UT,SEMAFORO
75,DLCAM223,PLAYA BONITA,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,CAMPECHE,GOLFO DE MEXICO,COSTERO,OCEANO-MAR,-90.62183,19.79481,2019,,,14.0,3.0,,218.0,,69.5,,68.8,,,,,1.0,1.0,Rojo
76,DLCAM224,MAR CAMPECHE 5,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,CAMPECHE,GOLFO DE MEXICO,COSTERO,OCEANO-MAR,-90.61815,19.79623,2019,,,10.5,3.0,,3.0,,66.3,,65.8,,,,,1.0,1.0,Verde
77,DLCAM229,PAYUCAN,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,CAMPECHE,GOLFO DE MEXICO,COSTERO,OCEANO-MAR,-90.70394,19.6606,2019,,,10.0,10.0,,3.0,,66.4,,66.1,,,,,1.0,1.0,Verde
78,DLCAM231,DESEMBOCADURA RIO ICAJAO,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,ARROYO SIHO,GOLFO DE MEXICO,LOTICO - COSTERO,ESTUARIO,-90.70601,19.46154,2019,,,97.0,3.0,,3.0,,76.6,76.5,,,,,,1.0,1.0,Verde
79,DLCAM232,DESEMBOCADURA RIO CHAMPOTON 2,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,RIO CHAMPOTON 2,GOLFO DE MEXICO,LOTICO - COSTERO,ESTUARIO,-90.72509,19.35815,2019,,,60.0,3.0,,3.0,,77.6,77.1,,,,,,1.0,1.0,Verde
80,DLCAM234,PUENTE EL ZAPOTE,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,RIO CHAMPOTON 2,RIO CHAMPOTON,LOTICO,RIO,-90.61368,19.28103,2019,8.28,40.72,36.0,3.0,3.0,,45.6,,,,1.0,1.0,,,,,Rojo
81,DLCAM235,CANASAYAB,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,RIO CHAMPOTON 1,RIO CHAMPOTON,LOTICO,RIO,-90.57425,19.29644,2019,9.12,33.23,16.0,3.0,3.0,,41.7,,,,1.0,1.0,,,,,Verde
82,DLCAM236,SAN JUAN CARPIZO,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,RIO CHAMPOTON 1,RIO CHAMPOTON,LOTICO (HUMEDAL),RIO,-90.46921,19.30365,2019,8.1,33.7,24.0,3.0,3.0,,44.0,,,,1.0,1.0,,,,,Verde
83,DLCAM239,LAGUNA AQUILES SERDAN,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,LA MALINCHE,LAGUNA,LENTICO,LAGO,-90.71163,18.96285,2019,11.39,53.81,10.0,70.0,40.0,,,56.2,,,,,1.0,,1.0,,Rojo
84,DLCAM240,EJIDO LOPEZ MATEOS,PENINSULA DE YUCATAN,CAMPECHE,ESCARCEGA,LA MALINCHE,LAGUNA CENTENARIO,LENTICO (HUMEDAL),LAGO,-90.29456,18.64079,2019,35.49,43.42,16.0,210.0,150.0,,,49.8,,,,,1.0,,1.0,,Rojo
85,DLCAM241,LAGUNA CENTENARIO KM. 50,PENINSULA DE YUCATAN,CAMPECHE,ESCARCEGA,LA MALINCHE,LAGUNA CENTENARIO,LENTICO,LAGO,-90.27489,18.64156,2019,40.92,109.4,10.0,430.0,430.0,,,48.6,,,,,1.0,,1.0,,Rojo
86,DLCAM242,LAGUNA LAS MARAVILLAS,PENINSULA DE YUCATAN,CAMPECHE,ESCARCEGA,LA MALINCHE,LAGUNA LAS MARAVILLAS,LENTICO,LAGO,-90.27154,18.49958,2019,50.82,131.85,34.0,40.0,40.0,,,48.3,,,,,1.0,,1.0,,Rojo
87,DLCAM243,LAGUNA CHAMA-HA,PENINSULA DE YUCATAN,CAMPECHE,ESCARCEGA,LA MALINCHE,LAGUNA CHAMA-HA,LENTICO (HUMEDAL),LAGO,-90.21145,18.47998,2019,,330.0,32.0,40.0,40.0,,,43.7,,,,,1.0,,1.0,,Rojo
88,DLCAM254,EMILIANO ZAPATA II,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,LAGUNA DE TERMINOS,GOLFO DE MEXICO,COSTERO (HUMEDAL),OCEANO-MAR,-92.3104,18.6726,2019,,,320.0,10.0,,3.0,,48.8,,,,,,,1.0,1.0,Amarillo
89,DLCAM255,RIO PALIZADA AGUAS ABAJO DEL POBLADO,PENINSULA DE YUCATAN,CAMPECHE,PALIZADA,PALIZADA,RIO PALIZADA,LOTICO (HUMEDAL),RIO,-92.09435,18.25307,2019,8.34,29.95,36.0,3.0,3.0,,49.5,,,,1.0,1.0,,,,,Verde
90,DLCAM257,PUENTE SAN FRANCISCO,PENINSULA DE YUCATAN,CAMPECHE,PALIZADA,PALIZADA,RIO PALIZADA,LOTICO (HUMEDAL),RIO,-92.10888,18.12662,2019,8.16,38.38,28.0,3.0,3.0,,50.8,,,,1.0,1.0,,,,,Verde
91,DLCAM258,MANANTIAL AGUAS VERDES,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,ALTO RIO CANDELARIA,RIO CANDELARIA,LOTICO (HUMEDAL),ARROYO,-90.84356,17.89107,2019,9.5,31.62,10.0,3.0,3.0,,24.8,,,,1.0,1.0,,,,,Amarillo
92,DLCAM259,BAHIA DE CAMPECHE 2,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,CAMPECHE,GOLFO DE MEXICO,COSTERO,BAHIA,-90.53662,19.85149,2019,,,12.5,20.0,,50.0,,44.1,,43.5,,,,,1.0,1.0,Verde
93,DLCAM260,PUENTE NUEVO COAHUILA,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,ALTO RIO CANDELARIA,RIO CANDELARIA,LOTICO (HUMEDAL),RIO,-90.79433,17.89364,2019,4.75,68.91,10.0,930.0,70.0,,25.1,,,,1.0,1.0,,,,,Rojo
94,DLCAM261,BAHIA DE CAMPECHE 1,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,CAMPECHE,GOLFO DE MEXICO,COSTERO,BAHIA,-90.52646,19.85821,2019,,,33.5,1585.0,,63.0,,31.7,,31.2,,,,,1.0,1.0,Amarillo
95,DLCAM263,EL PEDREGAL,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,ALTO RIO CANDELARIA,RIO CARIBE,LOTICO (HUMEDAL),RIO,-90.73634,18.17039,2019,4.7,44.37,10.0,150.0,90.0,,26.6,,,,1.0,1.0,,,,,Rojo
96,DLCAM264,CENOTE MIGUEL COLORADO,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,LA MALINCHE,CENOTES,LENTICO,CENOTE,-90.64638,18.81138,2019,3.61,45.78,10.0,3.0,3.0,,,51.4,51.1,50.2,,,1.0,1.0,1.0,1.0,Rojo
97,DLCAM265,PUENTE PABLO TORRES BURGOS,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,ALTO RIO CANDELARIA,RIO CARIBE,LOTICO (HUMEDAL),RIO,-90.70095,18.29958,2019,5.27,38.7,10.0,40.0,3.0,,25.3,,,,1.0,1.0,,,,,Amarillo
98,DLCAM268,RIO MAMANTEL PUENTE,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,MAMATEL,RIO MAMANTEL,LOTICO,RIO,-91.09881,18.543,2019,7.53,43.9,10.0,930.0,930.0,,42.4,,,,1.0,1.0,,,,,Rojo
99,DLCAM269,FINCA-PITAL AGUAS ABAJO RIO MAMANTEL,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,MAMATEL,RIO MAMANTEL,LOTICO,RIO,-91.12435,18.54964,2019,5.88,42.01,10.0,2400.0,430.0,,37.2,,,,1.0,1.0,,,,,Rojo
100,DLCAM270W1,LAGUNA DE TERMINOS 3,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,LAGUNA DE TERMINOS,LAGUNA DE TERMINOS,COSTERO (HUMEDAL),LAGUNA,-91.29465,18.6236,2019,,,10.0,1376.0,,3.0,,59.4,,,,,,,1.0,1.0,Amarillo
101,DLCAM271W1,LAGUNA DE TERMINOS 4,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,LAGUNA DE TERMINOS,LAGUNA DE TERMINOS,COSTERO (HUMEDAL),LAGUNA,-91.24166,18.74618,2019,,,36.0,538.0,,3.0,,57.6,,,,,,,1.0,1.0,Verde
102,DLCAM273W1,SABANCUY,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,LAGUNA DE TERMINOS,ESTERO SABANCUY (CANAL),LOTICO - COSTERO (HUMEDAL),CANAL,-91.18438,18.99385,2019,,,96.0,3.0,,3.0,,86.9,85.9,,,,,,1.0,1.0,Verde
103,DLCAM274,ISLA AGUADA,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,LAGUNA DE TERMINOS,GOLFO DE MEXICO,COSTERO (HUMEDAL),OCEANO-MAR,-91.5304,18.7777,2019,,,37.5,3.0,,3.0,,54.7,,,,,,,1.0,1.0,Verde
104,DLCAM275,LAGUNA DE TERMINOS 9,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,CUMPAN,LAGUNA DE TERMINOS,COSTERO (HUMEDAL),LAGUNA,-91.52096,18.61958,2019,,,17.0,3.0,,3.0,,60.1,,59.9,,,,,1.0,1.0,Verde
105,DLCAM276W1,LAGUNA DE TERMINOS 2,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,CUMPAN,LAGUNA DE TERMINOS,COSTERO (HUMEDAL),LAGUNA,-91.41981,18.52607,2019,,,27.5,31.0,,3.0,,56.8,,,,,,,1.0,1.0,Verde
106,DLCAM277W1,LAGUNA DE TERMINOS 1,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,CUMPAN,LAGUNA DE TERMINOS,COSTERO (HUMEDAL),LAGUNA,-91.52379,18.45576,2019,,,19.5,3.0,,3.0,,51.4,,,,,,,1.0,1.0,Verde
107,DLCAM278,SANTA RITA CAMPECHE,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,CUMPAN,RIO CHUMPAN,LOTICO (HUMEDAL),RIO,-91.54404,18.32112,2019,14.42,37.29,10.0,90.0,3.0,,68.3,,,,1.0,1.0,,,,,Verde
108,DLCAM279,PUENTE CARRETERA CAM-VILLAHERMOSA,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,CUMPAN,RIO CHUMPAN,LOTICO,RIO,-91.5135,18.21123,2019,36.36,39.18,10.0,40.0,3.0,,65.7,,,,1.0,1.0,,,,,Rojo
109,DLCAM280,CANDELARIA,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,BAJO RIO CANDELARIA,RIO CANDELARIA,LOTICO,RIO,-91.30214,18.26325,2019,41.16,42.01,10.0,70.0,40.0,,62.1,,,,1.0,1.0,,,,,Rojo
110,DLCAM281,IGNACIO ZARAGOZA,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,BAJO RIO CANDELARIA,RIO CANDELARIA,LOTICO (HUMEDAL),RIO,-91.30887,18.38922,2019,5.57,23.13,10.0,110.0,70.0,,61.5,,,,1.0,1.0,,,,,Verde
111,DLCAM282,BAHIA DE CAMPECHE 3,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,CAMPECHE,GOLFO DE MEXICO,COSTERO,BAHIA,-90.55929,19.83253,2019,,,12.5,10.0,,3.0,,65.5,,65.1,,,,,1.0,1.0,Verde
112,DLCAM283,CANDELARIA PUENTE AGUAS ABAJO DEL POBLADO,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,BAJO RIO CANDELARIA,RIO CANDELARIA,LOTICO,RIO,-91.04966,18.1873,2019,3.09,,10.0,430.0,230.0,,56.3,,,,1.0,1.0,,,,,Verde
113,DLCAM284,VENUSTIANO CARRANZA,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,ALTO RIO CANDELARIA,RIO CANDELARIA,LOTICO (HUMEDAL),RIO,-91.0242,18.1481,2019,12.08,42.01,10.0,3.0,3.0,,57.7,,,,1.0,1.0,,,,,Rojo
114,DLCAM285W1,LAGUNA DE TERMINOS 6,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,LAGUNA DE POM Y ATASTA,LAGUNA DE TERMINOS,COSTERO (HUMEDAL),LAGUNA,-91.88743,18.5538,2019,,,20.5,3.0,,3.0,,60.6,,,,,,,1.0,1.0,Verde
115,DLCAM286W1,LAGUNA DE TERMINO 8,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,LAGUNA DEL POM Y ATASTA,LAGUNA DE TERMINOS,COSTERO (HUMEDAL),LAGUNA,-91.84436,18.50796,2019,,,12.5,3.0,,40.0,,54.2,,,,,,,1.0,1.0,Verde
116,DLCAM287W1,LAGUNA DE TERMINO 7,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,LAGUNA DEL ESTE,LAGUNA DE TERMINOS,COSTERO (HUMEDAL),LAGUNA,-91.78525,18.49624,2019,,,17.5,3.0,,3.0,,53.4,,,,,,,1.0,1.0,Verde
117,DLCAM288,ZACATAL,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,LAGUNA DE TERMINOS,GOLFO DE MEXICO,COSTERO (HUMEDAL),OCEANO-MAR,-91.85875,18.61465,2019,,,100.0,3.0,,3.0,,58.4,,58.2,,,,,1.0,1.0,Verde
118,DLCHI294,PLANTA NORTE,RIO BRAVO,CHIHUAHUA,JUAREZ,RIO BRAVO 1,CANAL,LOTICO,CANAL,-106.3704,31.70936,2019,5.42,44.88,10.0,3.0,3.0,,78.8,,,,9.82,1.0,,,,,Rojo
119,DLCHI295,PLANTA SUR,RIO BRAVO,CHIHUAHUA,JUAREZ,RIO BRAVO 1,CANAL,LOTICO,CANAL,-106.3323,31.64078,2019,5.12,124.4,27.0,3.0,3.0,,78.1,,,,6.463,4.61,,,,,Rojo
120,DLCHI298,LOMA BLANCA,RIO BRAVO,CHIHUAHUA,JUAREZ,RIO BRAVO 1,CANAL,LOTICO,CANAL,-106.2915,31.57044,2019,79.5,103.12,41.11,24196.0,24196.0,,65.7,,,,1.0,1.0,,,,,Rojo
121,DLCHI299,GUADALUPE,RIO BRAVO,CHIHUAHUA,GUADALUPE,RIO BRAVO 1,CANAL,LOTICO,CANAL,-106.11747,31.39817,2019,25.2,109.31,23.7,24196.0,24196.0,,53.4,,,,1.0,1.0,,,,,Rojo
122,DLCHI308,RIO PARRAL,RIO BRAVO,CHIHUAHUA,HIDALGO DEL PARRAL,RIO PARRAL,RIO PARRAL,LOTICO,RIO,-105.63465,26.95994,2019,30.0,90.9,18.0,24196.0,24196.0,,18.5,,,,1.0,1.0,,,,,Rojo
123,DLCHI310,RIO CASAS GRANDES 6,RIO BRAVO,CHIHUAHUA,CASAS GRANDES,RIO CASAS GRANDES 2,RIO CASAS GRANDES,LOTICO,RIO,-107.9738,30.24881,2019,4.78,10.0,10.0,10.0,3.0,,115.8,,,,1.0,1.0,,,,,Verde
124,DLCHI335,PAPIGOCHI,NOROESTE,CHIHUAHUA,GUERRERO,RIO YAQUI 1,RIO PAPIGOCHI,LOTICO,RIO,-107.43668,28.38869,2019,2.0,10.87,10.0,3.0,3.0,,111.0,,,,1.0,1.0,,,,,Verde
125,DLCHI352,RIO CHUVISCAR 4,RIO BRAVO,CHIHUAHUA,CHIHUAHUA,RIO CONCHOS 3,RIO CHUVISCAR,LOTICO,RIO,-106.0635,28.65974,2019,,,280.0,24196000.0,24196000.0,,140.0,,,,2.224,2.15,,,,,Amarillo
126,DLCHI353,"PAPELERA DE CHIHUAHUA, S.A. DE C.V. (AGUAS ARRIBA)",RIO BRAVO,CHIHUAHUA,CHIHUAHUA,RIO CONCHOS 3,AFLUENTE DE DESCARGA RIO CONCHOS Y CUERPO DE DESCARGA RIO CHUVISCAR,LOTICO,RIO,-106.06481,28.66067,2019,398.0,414.05,900.0,24196000.0,15531000.0,,10.0,,,,1.406,1.0,,,,,Rojo
127,DLCHI354,"PAPELERA DE CHIHUAHUA, S.A. DE C.V. (AGUAS ABAJO)",RIO BRAVO,CHIHUAHUA,CHIHUAHUA,RIO CONCHOS 3,AFLUENTE DE DESCARGA RIO CONCHOS Y CUERPO DE DESCARGA RIO CHUVISCAR,LOTICO,RIO,-106.06249,28.6603,2019,37.9,79.55,32.04,9139.0,6893.0,,10.0,,,,1.0,1.0,,,,,Rojo
128,DLCHI360,RIO CHUVISCAR 5,RIO BRAVO,CHIHUAHUA,CHIHUAHUA,RIO CONCHOS 3,RIO CHUVISCAR,LOTICO,RIO,-105.98519,28.71177,2019,,,123.81,24196000.0,24196000.0,,10.0,,,,1.554,1.961,,,,,Amarillo
129,DLCHI377,CONCHOS-PRESA EL GRANERO O PRESA LUIS L. LEON,RIO BRAVO,CHIHUAHUA,ALDAMA,RIO CONCHOS 4,RIO CONCHOS,LOTICO,RIO,-105.28213,28.9877,2019,20.3,42.4,24.0,20.0,3.0,,119.9,,,,1.0,1.0,,,,,Rojo
130,DLCHI381,RH24-8 BRAVO CONCHOS,RIO BRAVO,CHIHUAHUA,COYAME DEL SOTOL,RIO CONCHOS 4,RIO SAN JUAN,LOTICO (HUMEDAL),RIO,-104.86591,29.55439,2019,2.0,10.0,10.0,7270.0,3873.0,,104.8,,,,1.0,1.0,,,,,Amarillo
131,DLCHI382M1,PUENTE OJINAGA,RIO BRAVO,CHIHUAHUA,OJINAGA,RIO CONCHOS 4,RIO CONCHOS,LOTICO,RIO,-104.47619,29.54503,2019,2.0,23.3,21.0,529.0,457.0,,100.9,,,,1.0,1.0,,,,,Verde
132,DLCHI384,PUENTE PRESIDIO-OJINAGA,RIO BRAVO,CHIHUAHUA,OJINAGA,RIO BRAVO 3,RIO BRAVO,LOTICO,RIO,-104.39498,29.55618,2019,4.88,35.43,350.0,96.0,52.0,,97.2,,,,1.0,1.0,,,,,Amarillo
133,DLCHI385,RIO BRAVO 18,RIO BRAVO,CHIHUAHUA,OJINAGA,RIO BRAVO 3,RIO BRAVO,LOTICO,RIO,-104.37767,29.54219,2019,2.0,18.3,56.0,20.0,10.0,,104.2,,,,1.0,1.0,,,,,Verde
134,DLCHI391,OJO VARELE&O,RIO BRAVO,CHIHUAHUA,CASAS GRANDES,RIO CASAS GRANDES 1,MANANTIAL OJO VARELE&O,LOTICO,RIO,-107.97746,30.40249,2019,5.1,68.69,10.0,1785.0,712.0,,78.2,,,,1.0,1.0,,,,,Rojo
135,DLCHI396,OJO DE DOLORES,RIO BRAVO,CHIHUAHUA,JIMENEZ,RIO FLORIDO 3,MANANTIAL OJO DE DOLORES,LOTICO,RIO,-104.95257,27.03243,2019,4.42,10.0,10.0,24196.0,20.0,,65.4,,,,1.0,1.0,,,,,Amarillo
136,DLCHI411,PUENTE CD. CAMARGO,RIO BRAVO,CHIHUAHUA,CAMARGO,RIO CONCHOS 2,RIO CONCHOS,LOTICO,RIO,-105.1714,27.7057,2019,21.7,101.55,36.67,410.0,3.0,,83.3,,,,1.0,1.0,,,,,Rojo
137,DLCHI413,LA BOQUILLA (LA COLINA),RIO BRAVO,CHIHUAHUA,SAN FRANCISCO DE CONCHOS,RIO CONCHOS 2,RIO CONCHOS,LOTICO (HUMEDAL),RIO,-105.37136,27.57673,2019,9.66,23.18,10.0,637.0,135.0,,110.5,,,,1.0,1.0,,,,,Verde
138,DLCHI419,RH24-5 BRAVO CONCHOS,RIO BRAVO,CHIHUAHUA,ROSALES,RIO SAN PEDRO,RIO SAN PEDRO,LOTICO (HUMEDAL),RIO,-105.77412,28.05082,2019,2.0,10.0,10.0,3.0,3.0,,121.0,,,,1.0,1.0,,,,,Verde
139,DLCHI427,RIO SAN PEDRO-PUENTE MEOQUI,RIO BRAVO,CHIHUAHUA,MEOQUI,RIO CONCHOS 2,RIO SAN PEDRO,LOTICO (HUMEDAL),RIO,-105.47205,28.26253,2019,5.38,18.48,10.0,548.0,122.0,,140.5,,,,1.0,1.0,,,,,Amarillo
140,DLCHI428,PUENTE JULIMES,RIO BRAVO,CHIHUAHUA,JULIMES,RIO CONCHOS 2,RIO CONCHOS,LOTICO (HUMEDAL),RIO,-105.43816,28.42361,2019,15.4,19.32,10.0,414.0,86.0,,98.2,,,,1.0,1.0,,,,,Verde
141,DLCOA431,"PRESA VENUSTIANO CARRANZA, ENTRADA RIO SABINES",RIO BRAVO,COAHUILA DE ZARAGOZA,PROGRESO,RIO SALADO,PRESA VENUSTIANO CARRANZA,LENTICO (HUMEDAL),PRESA,-100.67499,27.51147,2019,2.0,10.0,10.0,3.0,3.0,,,98.0,98.4,98.9,,,1.0,1.0,1.0,1.0,Verde
142,DLCOA432,"PRESA VENUSTIANO CARRANZA, CENTRO",RIO BRAVO,COAHUILA DE ZARAGOZA,PROGRESO,RIO SALADO,PRESA VENUSTIANO CARRANZA,LENTICO (HUMEDAL),PRESA,-100.64442,27.49669,2019,2.0,11.54,10.0,3.0,3.0,,,100.7,101.4,102.1,,,1.0,1.0,1.0,1.0,Verde
143,DLCOA433,"PRESA VENUSTIANO CARRANZA, ENTRADA RIO SALADO",RIO BRAVO,COAHUILA DE ZARAGOZA,PROGRESO,RIO SALADO,PRESA VENUSTIANO CARRANZA,LENTICO (HUMEDAL),PRESA,-100.70438,27.48473,2019,2.0,12.09,10.0,3.0,3.0,,,99.0,99.3,99.7,,,1.0,1.0,1.0,1.0,Verde
144,DLCOA434,"PRESA VENUSTIANO CARRANZA, SURESTE",RIO BRAVO,COAHUILA DE ZARAGOZA,JUAREZ,RIO SALADO,PRESA VENUSTIANO CARRANZA,LENTICO (HUMEDAL),PRESA,-100.61208,27.44855,2019,2.0,12.09,11.33,3.0,3.0,,,95.2,95.6,96.2,,,1.0,1.0,1.0,1.0,Verde
145,DLCOA435,"PRESA VENUSTIANO CARRANZA, SUROESTE",RIO BRAVO,COAHUILA DE ZARAGOZA,JUAREZ,RIO SALADO,PRESA VENUSTIANO CARRANZA,LENTICO (HUMEDAL),PRESA,-100.69417,27.45079,2019,2.0,10.47,10.0,3.0,3.0,,,97.5,98.2,,,,1.0,1.0,1.0,1.0,Verde
146,DLCOA436,RIO SABINAS 6,RIO BRAVO,COAHUILA DE ZARAGOZA,JUAREZ,RIO SALADO,RIO SABINAS,LOTICO (HUMEDAL),RIO,-100.72442,27.61015,2019,2.0,10.0,10.0,3.0,3.0,,100.2,,,,1.0,1.0,,,,,Verde
147,DLCOA437,CORTINA PRESA VENUSTIANO CARRANZA,RIO BRAVO,COAHUILA DE ZARAGOZA,PROGRESO,RIO SALADO,PRESA VENUSTIANO CARRANZA,LENTICO (HUMEDAL),PRESA,-100.6149,27.50921,2019,2.0,10.0,10.0,3.0,3.0,,,100.0,100.5,100.9,,,1.0,1.0,1.0,1.0,Verde
148,DLCOA438,HIDROMETRICA PROGRESO,RIO BRAVO,COAHUILA DE ZARAGOZA,PROGRESO,RIO NADADORES,RIO SALADO,LOTICO,RIO,-100.99757,27.41874,2019,2.0,12.16,12.67,2400.0,2400.0,,87.9,,,,1.0,1.0,,,,,Amarillo
149,DLCOA439,RIO SABINAS 4,RIO BRAVO,COAHUILA DE ZARAGOZA,SABINAS,RIO SALADO,RIO SABINAS,LOTICO (HUMEDAL),RIO,-101.02054,27.76779,2019,2.0,10.0,10.0,230.0,230.0,,97.4,,,,1.0,1.0,,,,,Verde
150,DLCOA441,PUENTE RIO SABINAS,RIO BRAVO,COAHUILA DE ZARAGOZA,SABINAS,RIO SALADO,RIO SABINAS,LOTICO (HUMEDAL),RIO,-101.1227,27.84027,2019,2.0,10.0,10.0,2400.0,930.0,,68.5,,,,1.0,1.0,,,,,Amarillo
151,DLCOA442,AGUAS ABAJO DE SABINAS,RIO BRAVO,COAHUILA DE ZARAGOZA,SABINAS,RIO SABINAS,RIO SABINAS,LOTICO (HUMEDAL),RIO,-101.12512,27.84842,2019,2.0,10.0,10.0,3.0,3.0,,98.1,,,,1.0,1.0,,,,,Verde
152,DLCOA444,AGUAS ABAJO DEL POBLADO NUEVA ROSITA,RIO BRAVO,COAHUILA DE ZARAGOZA,SAN JUAN DE SABINAS,RIO SABINAS,RIO ALAMOS,LOTICO (HUMEDAL),RIO,-101.19206,27.89212,2019,2.0,10.0,10.0,430.0,230.0,,82.5,,,,1.0,1.0,,,,,Verde
153,DLCOA445,AGUAS ARRIBA DEL POBLADO NUEVA ROSITA,RIO BRAVO,COAHUILA DE ZARAGOZA,SAN JUAN DE SABINAS,RIO SABINAS,RIO ALAMOS,LOTICO (HUMEDAL),RIO,-101.25638,27.94789,2019,2.0,10.0,10.0,3.0,3.0,,89.5,,,,1.0,1.0,,,,,Verde
154,DLCOA446,EN POBLADO DE SAN JUAN DE SABINAS,RIO BRAVO,COAHUILA DE ZARAGOZA,SAN JUAN DE SABINAS,RIO SABINAS,RIO SABINAS,LOTICO (HUMEDAL),RIO,-101.30585,27.92355,2019,2.0,10.0,10.0,40.0,40.0,,99.8,,,,1.0,1.0,,,,,Verde
155,DLCOA448,RIO SABINAS 3,RIO BRAVO,COAHUILA DE ZARAGOZA,SAN JUAN DE SABINAS,RIO SABINAS,RIO SABINAS,LOTICO (HUMEDAL),RIO,-101.41911,27.97685,2019,2.0,10.0,10.0,2400.0,430.0,,100.3,,,,1.0,1.0,,,,,Amarillo
156,DLCOA450,ANTES DEL POBLADO MELCHOR OCAMPO (MUZQUIZ),RIO BRAVO,COAHUILA DE ZARAGOZA,MUZQUIZ,RIO SABINAS,RIO SAN JUAN DE SABINAS,LOTICO (HUMEDAL),RIO,-101.57022,27.96737,2019,2.0,10.0,10.0,90.0,3.0,,94.4,,,,1.0,1.0,,,,,Verde
157,DLCOA451,RIO SABINAS 1,RIO BRAVO,COAHUILA DE ZARAGOZA,MUZQUIZ,RIO SABINAS,RIO SABINAS,LOTICO (HUMEDAL),RIO,-101.58122,27.96926,2019,2.0,10.0,10.0,90.0,40.0,,103.1,,,,1.0,1.0,,,,,Verde
158,DLCOA459,"MINSA, S.A. DE C.V. (AGUAS ARRIBA)",RIO BRAVO,COAHUILA DE ZARAGOZA,RAMOS ARIZPE,RIO SALINAS,ARROYO LA ENCANTADA,LOTICO,DESCARGA INDUSTRIAL,-100.94593,25.56651,2019,158.25,502.13,190.0,24000.0,11000.0,,99.2,,,,1.0,1.0,,,,,Rojo
159,DLCOA460,"MINSA, S.A. DE C.V. (AGUAS ABAJO)",RIO BRAVO,COAHUILA DE ZARAGOZA,RAMOS ARIZPE,RIO SALINAS,ARROYO LA ENCANTADA,LOTICO,DESCARGA INDUSTRIAL,-100.94408,25.56968,2019,148.2,410.37,170.0,24000.0,24000.0,,99.4,,,,1.0,1.0,,,,,Rojo
160,DLCOA462,"FERSINSA GB, S.A. DE C.V. (AGUAS ABAJO)",RIO BRAVO,COAHUILA DE ZARAGOZA,RAMOS ARIZPE,RIO SALINAS,AFLUENTE ARROYO PATOS Y CUERPO RECEPTOR ARROYO LA ENCANTADA,LOTICO,ARROYO,-100.94548,25.56572,2019,80.7,214.22,100.0,11000.0,4600.0,,29.9,,,,1.0,1.375,,,,,Rojo
